nama,alamat,nama_bangunan,nama_jalan,rt,rw,kelurahan,kecamatan,kota,kode_pos,telepon,fax,selular,ukuran_usaha,kategori_usaha,kegiatan_usaha,jenis_usaha,siup,npwp
TOKO PERABOTAN RUMAH TANGGA SANI,"Jl. Perniagaan Raya, Jakarta Barat",,Jl. Perniagaan Raya,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERALATAN BAYI BELINDA,"Jl. Pasar Petojo Utara Lt 1 Blok A No. 21, Jakarta Pusat",,Jl. Pasar Petojo Utara Lt 1 Blok A No. 21,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERDANA,"Jl. Perniagaan Timur No. 7a, Jakarta Barat",,Jl. Perniagaan Timur No. 7a,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang kacamata,PERORANGAN,,
TOKO PERHIASAN CALISTA,Metro Atom Plaza lt. 2 Bks No. 16,Metro Atom Plaza lt. 2 Bks No. 16,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERHIASAN GADING,"Jl. Boulevard Blok B, Jakarta Utara",,Jl. Boulevard Blok B,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERLENGKAPAN BAYI BINTANG,Bekas Pasar Trend Center Lantai Dasar,Bekas Pasar Trend Center Lantai Dasar,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERLENGKAPAN DAPUR JAJANG,Blok Ac,Blok Ac,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERLENGKAPAN SHOLAT H RAHMAT,"Jl. Rawa Tengah, Jakarta Pusat",,Jl. Rawa Tengah,,,,,Jakarta Pusat,,7902671,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PERNAS,"Jl. Genteng Ijo No. 18, Jakarta Selatan",,Jl. Genteng Ijo No. 18,,,,,Jakarta Selatan,,021-5207455,,,Usaha Mikro ,Jasa,Usaha pembuatan sepatu,PERORANGAN,,
TOKO PESONA,"Jl. Petak Baru, Jakarta Barat",,Jl. Petak Baru,,,,,Jakarta Barat,,6918938,,,Usaha Mikro ,Perdagangan,Dagang aksesori,PERORANGAN,,
TOKO PESONA WANGI,"Jl. Raya Condet, Jakarta Timur",,Jl. Raya Condet,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang minyak wangi,PERORANGAN,,
TOKO PETRO,"Jl. Raya Kebun Jeruk No. 16, Jakarta Barat",,Jl. Raya Kebun Jeruk No. 16,,,,,Jakarta Barat,,5485550,,,Usaha Mikro ,Jasa,,PERORANGAN,,
TOKO PHAS,Kemayoran Gempol,Kemayoran Gempol,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang aneka sticker,PERORANGAN,,
TOKO PHENG AN JAYA,"Jl. Muara Karang Raya No. 27, Jakarta Utara",,Jl. Muara Karang Raya No. 27,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,Dagang alat alat sembahyang,PERORANGAN,,
TOKO PING HO,"Jl. Pstnb Jembatan Hijau Blok A Los A Lantai 1 No. 61, Jakarta Pusat",,Jl. Pstnb Jembatan Hijau Blok A Los A Lantai 1 No. 61,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang baju anak-anak,PERORANGAN,,
TOKO PISANG WARUDI,Psr Taruno,Psr Taruno,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang buah pisang,PERORANGAN,,
TOKO PLASTIK AGUNG,Psr Tanah Abang Blok A B2 F 52,Psr Tanah Abang Blok A B2 F 52,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK AHONG,"Jl. Jati Bunder Iv, Jakarta Pusat",,Jl. Jati Bunder Iv,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK DIDI,"Jl. Kapuk Raya Ps Darurat, Jakarta Barat",,Jl. Kapuk Raya Ps Darurat,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang kantong plastik,PERORANGAN,,
TOKO PLASTIK ERLINA,Pasar Gardu Asem,Pasar Gardu Asem,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang plastik kiloan,PERORANGAN,,
TOKO PLASTIK FARAH,"Jl. Pasar Pagi B 7-8, Jakarta Barat",,Jl. Pasar Pagi B 7-8,,,,,Jakarta Barat,,6910325,,,Usaha Mikro ,Perdagangan,Dagang macam macam plastik,PERORANGAN,,
TOKO PLASTIK HERI,"Jl. Kramat Jaya, Jakarta Utara",,Jl. Kramat Jaya,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK INDAH PERMAI,Komplek Mega Sunter D6,Komplek Mega Sunter D6,,,,,,Jakarta Utara,,98756831,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK JAYADI,"Jl. Tanggamus 105a-b, Jakarta Selatan",,Jl. Tanggamus 105a-b,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK LIU SEI SAN,"Jl. Budi Mulia No. 1 A, Jakarta Utara",,Jl. Budi Mulia No. 1 A,,,,,Jakarta Utara,,0216410526,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK NINI,"Jl. Sunter Jaya Vii, Jakarta Utara",,Jl. Sunter Jaya Vii,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,Dagang barang-barang dari plastik,PERORANGAN,,
TOKO PLASTIK PUTU,Pasar Pejagalan,Pasar Pejagalan,,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PLASTIK RIZAL,Pd Pasar Jaya,Pd Pasar Jaya,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang perlengkapan plastik,PERORANGAN,,
TOKO PLATINUM,Itc Mangga Dua lt. 2/a/11,Itc Mangga Dua lt. 2/a/11,,,,,,Jakarta Utara,,6404973,,,Usaha Mikro ,Jasa,Jasa salon kecantikan,PERORANGAN,,
TOKO POLA,Itc Cempaka Mas lt. 1 Blok I No. 567,Itc Cempaka Mas lt. 1 Blok I No. 567,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian,PERORANGAN,,
TOKO POMPA AIR SULASTRO,"Jl. Raya Bogor, Jakarta Timur",,Jl. Raya Bogor,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Menjual alat alat pompa,PERORANGAN,,
TOKO POSHWAY,"Jl. Pasar Tanah Abang Blok F 2 Lt 3 No. 194, Jakarta Pusat",,Jl. Pasar Tanah Abang Blok F 2 Lt 3 No. 194,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Pedagang besar dan eceran pakaian jadi,PERORANGAN,,
TOKO POSITIP POINT,"Jl. Pasar Tanah Abang Blok F 2 Lt 3 No. 66, Jakarta Pusat",,Jl. Pasar Tanah Abang Blok F 2 Lt 3 No. 66,,,,,Jakarta Pusat,,02139842324,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PRATIWI,Ps Tanah Abang Blok F1 Lantai 4 No,Ps Tanah Abang Blok F1 Lantai 4 No,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang mukena,PERORANGAN,,
TOKO PRIANGGA GORDEN,Psr Tanah Abang Blok A B2 B 10,Psr Tanah Abang Blok A B2 B 10,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PRIMA BARU PONSEL,"Jl. Panjang No. 42, Jakarta Barat",,Jl. Panjang No. 42,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PRIMA JAYA,Komplek Ruko Atrium Blok B No. 36-38,Komplek Ruko Atrium Blok B No. 36-38,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang kacamata,PERORANGAN,,
TOKO PRINCESS,"Jl. Pgmta Lt Dasar Blok A No. 116, Jakarta Pusat",,Jl. Pgmta Lt Dasar Blok A No. 116,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang celana panjang,PERORANGAN,,
TOKO PRINCESS FASHION HJ YETTY,Ps Tanah Abang Blok F1 lt. 2 No. 54,Ps Tanah Abang Blok F1 lt. 2 No. 54,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PROXIMA,"Jl. Lapangan Bola No. 34a, Jakarta Barat",,Jl. Lapangan Bola No. 34a,,,,,Jakarta Barat,,5327649,5363748,,Usaha Mikro ,Perdagangan,Dagang asesoris mobil,PERORANGAN,,
TOKO PUDING SUSANA,Itc Permata Hijau Lantai 1,Itc Permata Hijau Lantai 1,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PURNAMA,"Jl. Kembangan Raya, Jakarta Barat",,Jl. Kembangan Raya,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang sembako,PERORANGAN,,
TOKO PUTRA HADI,"Jl. Blok F1 Lt Dasar No. 43, Jakarta Pusat",,Jl. Blok F1 Lt Dasar No. 43,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian muslim,PERORANGAN,,
TOKO PUTRA JAYA,Glodok Harco lt. 1 Blok D No. 338,Glodok Harco lt. 1 Blok D No. 338,,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang alat listrik,PERORANGAN,,
TOKO PUTRA JAYA MOTOR,Pasar Senen Blok 5 Lt3 C12 No. 1,Pasar Senen Blok 5 Lt3 C12 No. 1,,,,,,Jakarta Pusat,,4210455,,,Usaha Mikro ,Perdagangan,Dagang spare part motor,PERORANGAN,,
TOKO PUTRA MAJU DIESEL,"Jl. Karang Anyar Mega Spare Part, Jakarta Pusat",,Jl. Karang Anyar Mega Spare Part,,,,,Jakarta Pusat,,021-6246952,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO PUTRA MOTOR,Pasar Inpres,Pasar Inpres,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang kaca mobil,PERORANGAN,,
TOKO PUTRI,Ps Tanah Abang Blok A lt. Slg Los F No. 47-48,Ps Tanah Abang Blok A lt. Slg Los F No. 47-48,,,,,,Jakarta Pusat,,23572076,,,Usaha Mikro ,Perdagangan,Dagang celana jeans,PERORANGAN,,
TOKO RAFFI,"Jl. Albaido Gg. Makmur II No. 5, Jakarta Timur",,Jl. Albaido Gg. Makmur II No. 5,,,,,Jakarta Timur,,8406730,,,Usaha Mikro ,Perdagangan,Jual barang sembako,PERORANGAN,,
TOKO RAFLY COLLECTION,Ps Slipi lt. Dasar Blok Act No. 85-87,Ps Slipi lt. Dasar Blok Act No. 85-87,,,,,,Jakarta Barat,,085692181309,,,Usaha Mikro ,Perdagangan,Dagang taplak meja dll,PERORANGAN,,
TOKO RAHMA FASHION,Ps Tanah Abang Blok A lt. Lsg Los B No. 5,Ps Tanah Abang Blok A lt. Lsg Los B No. 5,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang baju wanita,PERORANGAN,,
TOKO RAHMAT,"Jl. Angsana Raya, Jakarta Barat",,Jl. Angsana Raya,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Menjual sembako,PERORANGAN,,
TOKO RAHMAT SHOES,Ptc lt. 6 Blok B No. 31,Ptc lt. 6 Blok B No. 31,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RAHMI BUSANA,"Jl. Pasar Tanah Abang Lt 2 Blok F Los Bks No. 42 - 4, Jakarta Pusat",,Jl. Pasar Tanah Abang Lt 2 Blok F Los Bks No. 42 - 4,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian muslim,PERORANGAN,,
TOKO RAISA CELLULAR,"Jl. Kramat IV No. 31, Jakarta Pusat",,Jl. Kramat IV No. 31,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RAJA,"Jl. Moh Kahfi 2, Jakarta Selatan",,Jl. Moh Kahfi 2,,,,,Jakarta Selatan,,7868025,,,Usaha Mikro ,Perdagangan,Dagang sembako,PERORANGAN,,
TOKO RAJA MURAH,Pasar Tanah Abang Blok E Lantai Dasar No. 75-76,Pasar Tanah Abang Blok E Lantai Dasar No. 75-76,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Pedagang celana levis,PERORANGAN,,
TOKO RAJAWALI,Lantai II Bks No. 4,Lantai II Bks No. 4,,,,,,Jakarta Timur,,02185909035,,,Usaha Mikro ,Perdagangan,Dagang sepatu,PERORANGAN,,
TOKO RAMA SELULAR,Ptc lt. 2 Blok B No. 150,Ptc lt. 2 Blok B No. 150,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RANI TEX,Psr Tanah Abang Blok A B2 D 5,Psr Tanah Abang Blok A B2 D 5,,,,,,Jakarta Pusat,,0816707322,,,Usaha Mikro ,Perdagangan,Dagang tektil,PERORANGAN,,
TOKO RED LINE,"Jl. Pasar Jemb Metro T Abang Lt 2 No. 136, Jakarta Pusat",,Jl. Pasar Jemb Metro T Abang Lt 2 No. 136,,,,,Jakarta Pusat,,31909553,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RENATA,Pasar Tanah Abang Blok F Lantai Dasar Los Aks No. 97,Pasar Tanah Abang Blok F Lantai Dasar Los Aks No. 97,,,,,,Jakarta Pusat,,02139842273,,,Usaha Mikro ,Perdagangan,Dagang sprei,PERORANGAN,,
TOKO RENEE CELL,"Jl. Mawar Merah Iii/10 No. 30, Jakarta Timur",,Jl. Mawar Merah Iii/10 No. 30,,,,,Jakarta Timur,,8603369,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RESTU BUNDA,Ps Tanah Abang Bks F2 Lantai 4 No. 156,Ps Tanah Abang Bks F2 Lantai 4 No. 156,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian baju dan celana,PERORANGAN,,
TOKO RESTU SPORT,"Jl. S Hasanudin, Jakarta Selatan",,Jl. S Hasanudin,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian olah raga,PERORANGAN,,
TOKO RGB ONE STOP BUSSINES SOLUTION,Wtc Mangga Dua Lantai Lg Blok B No. 38,Wtc Mangga Dua Lantai Lg Blok B No. 38,,,,,,Jakarta Utara,,02130011339,,,Usaha Mikro ,Jasa,,PERORANGAN,,
TOKO RIA MANDIRI,"Jl. Duri Indah III No. 37, Jakarta Barat",,Jl. Duri Indah III No. 37,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang barang-barang elektronik,PERORANGAN,,
TOKO RIMA,"Jl. Pasar Jembatan Metro Tn Abang Lt 2, Jakarta Pusat",,Jl. Pasar Jembatan Metro Tn Abang Lt 2,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang celana jeans,PERORANGAN,,
TOKO RIMBA CELULAR HP JONI,"Jl. Pln Duren Tiga No. 42, Jakarta Selatan",,Jl. Pln Duren Tiga No. 42,,,,,Jakarta Selatan,,08595998667,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RINAI RAYA,Itc Cipulir Lantai Dasar Blok B No. 6,Itc Cipulir Lantai Dasar Blok B No. 6,,,,,,Jakarta Selatan,,73452071,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RINALDI JAYA,"Jl. Jati Baru 10 Pasar Tasik, Jakarta Pusat",,Jl. Jati Baru 10 Pasar Tasik,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RINAY BATIK,"Jl. Blok A Lantai 2 Los A No. 16, Jakarta Pusat",,Jl. Blok A Lantai 2 Los A No. 16,,,,,Jakarta Pusat,,68583482,,,Usaha Mikro ,Perdagangan,Dagang pakaian wanita,PERORANGAN,,
TOKO RING RING,Itc Mangga 2 lt. 3 Blok D No. 103,Itc Mangga 2 lt. 3 Blok D No. 103,,,,,,Jakarta Utara,,6451171,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RINI,"Jl. H Najih, Jakarta Selatan",,Jl. H Najih,,,,,Jakarta Selatan,,58904709,,,Usaha Mikro ,Perdagangan,Dagang makanan dan minuman,PERORANGAN,,
TOKO RISKA,"Jl. A2 No. 36 B, Jakarta Pusat",,Jl. A2 No. 36 B,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang barang langsam,PERORANGAN,,
TOKO RISMA OPTIK,"Jl. Kalisari Iii, Jakarta Timur",,Jl. Kalisari Iii,,,,,Jakarta Timur,,02187700949,,,Usaha Mikro ,Perdagangan,Dagang kacamata,PERORANGAN,,
TOKO RITHA,Lantai Dasar Prs Blok A Los E/36-37,Lantai Dasar Prs Blok A Los E/36-37,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian jadi,PERORANGAN,,
TOKO RIZKI,"Jl. Kayu Tinggi, Jakarta Timur",,Jl. Kayu Tinggi,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang sembako,PERORANGAN,,
TOKO RIZKI FASHION,Lantai Dasar Prs Blok A Los E 17-18,Lantai Dasar Prs Blok A Los E 17-18,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO RIZQIKA,Pasar Tanah Abang Blok F Lama Los Aks lt. 2 No. 133,Pasar Tanah Abang Blok F Lama Los Aks lt. 2 No. 133,,,,,,Jakarta Pusat,,02139871225,,,Usaha Mikro ,Perdagangan,Dagang kemeja dan busana,PERORANGAN,,
TOKO ROKOK,"Jl. Kramat Pulo Gg. V, Jakarta Pusat",,Jl. Kramat Pulo Gg. V,,,,,Jakarta Pusat,,3145687,,,Usaha Mikro ,Perdagangan,Dagang rokok,PERORANGAN,,
TOKO ROKOK JAMAN,"Jl. Pasar Pecak Kulit Dalam, Jakarta Barat",,Jl. Pasar Pecak Kulit Dalam,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO ROKOK KARTINI,"Jl. Kartini 9 Dalam No. 10, Jakarta Pusat",,Jl. Kartini 9 Dalam No. 10,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO ROKOK PARMAN,Kp Petukangan,Kp Petukangan,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO ROKOK TAN MAV,"Jl. Kp Jawa Malanag, Jakarta Barat",,Jl. Kp Jawa Malanag,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO ROLA,Itc Mangga 2 lt. 4 Blok B No. 83,Itc Mangga 2 lt. 4 Blok B No. 83,,,,,,Jakarta Utara,,62300712,,,Usaha Mikro ,Perdagangan,Dagang pakaian wanita,PERORANGAN,,
TOKO ROMAN CELL,Itc Cipulir lt. 4 Blok B,Itc Cipulir lt. 4 Blok B,,,,,,Jakarta Selatan,,085691020128,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO ROMO,lt. I Ps Pondok Labu,lt. I Ps Pondok Labu,,,,,,Jakarta Selatan,,77880089,,,Usaha Mikro ,Perdagangan,Dagang sembako,PERORANGAN,,
TOKO RONALD SPORT,"Jl. Pasar Tanah Abang Lt 3 Blok F1 Los Dks No. 53, Jakarta Pusat",,Jl. Pasar Tanah Abang Lt 3 Blok F1 Los Dks No. 53,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Pedagang besar dan eceran pakaian olah raga,PERORANGAN,,
TOKO RONALDO,Psr Proyek Senen Blok 5 Lt3 C16 No. 6,Psr Proyek Senen Blok 5 Lt3 C16 No. 6,,,,,,Jakarta Pusat,,4280068,,,Usaha Mikro ,Perdagangan,Dagang aksesoris mobil,PERORANGAN,,
TOKO ROSMIAH,Pasar Senen Block VI lt. 00 No. 178,Pasar Senen Block VI lt. 00 No. 178,,,,,,Jakarta Pusat,,4243789,,,Usaha Mikro ,Perdagangan,Dagang gelas,PERORANGAN,,
TOKO ROSSE COLLECTION,Pasar Tanah Abang Blok A Lantai 2 Los A No. 16,Pasar Tanah Abang Blok A Lantai 2 Los A No. 16,,,,,,Jakarta Pusat,,68583476,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO ROTI BREAD STORY,Mall Kelapa Gading III lt. Dasar,Mall Kelapa Gading III lt. Dasar,,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,Dagang dan membuat roti basah,PERORANGAN,,
TOKO ROTI VINCO,"Jl. Gading Batavia Lc 8/23, Jakarta Utara",,Jl. Gading Batavia Lc 8/23,,,,,Jakarta Utara,,92961132,,,Usaha Mikro ,Perdagangan,Dagang kue dan roti,PERORANGAN,,
TOKO ROWIN,Proyek Pasar Jatinegara Aks 28,Proyek Pasar Jatinegara Aks 28,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian jadi,PERORANGAN,,
TOKO ROZALI,"Jl. Kalibaru Barat Gg. Manggis No. 13, Jakarta Utara",,Jl. Kalibaru Barat Gg. Manggis No. 13,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,Dagang sembako,PERORANGAN,,
TOKO RUBY FASHION,Ps Metro Tanah Abang lt. II Blok A No. 75-76,Ps Metro Tanah Abang lt. II Blok A No. 75-76,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang baju wanita,PERORANGAN,,
TOKO RUDANG,"Jl. Pasar Mayestik Lantai 02, Jakarta Selatan",,Jl. Pasar Mayestik Lantai 02,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang bumbu dapur,PERORANGAN,,
TOKO RUDI,"Jl. Mamapang Prapatan 7, Jakarta Selatan",,Jl. Mamapang Prapatan 7,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang makanan dan minuman ringan,PERORANGAN,,
TOKO RUSDI,lt. Dasar Psr Blok A,lt. Dasar Psr Blok A,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang makanan ringan,PERORANGAN,,
TOKO RUVIHAN,"Jl. Pasar Tanah Abang Blok F 2 Lt 3 No. 210/214, Jakarta Pusat",,Jl. Pasar Tanah Abang Blok F 2 Lt 3 No. 210/214,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Menjual pakaian jadi besar dan eceran,PERORANGAN,,
TOKO S & I,Blok F Lama Lantai 4,Blok F Lama Lantai 4,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang busana muslim,PERORANGAN,,
TOKO SABAR SUBUR,"Jl. Jembatan Blok A Lt 1 Los C No. 76, Jakarta Pusat",,Jl. Jembatan Blok A Lt 1 Los C No. 76,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian grosir,PERORANGAN,,
TOKO SABAR SYUKUR,Psr Tanah Abang Blok A B2 E 111,Psr Tanah Abang Blok A B2 E 111,,,,,,Jakarta Pusat,,3917917,,,Usaha Mikro ,Perdagangan,Dagang pakaian muslim,PERORANGAN,,
TOKO SAGOSTOR,Itc Fatmawati lt. I No. 30,Itc Fatmawati lt. I No. 30,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian renang,PERORANGAN,,
TOKO SAHABAT JAYA,"Jl. Adhi Karya I No. 28, Jakarta Barat",,Jl. Adhi Karya I No. 28,,,,,Jakarta Barat,,0888869774,,,Usaha Mikro ,Perdagangan,Dagang alat listrik,PERORANGAN,,
TOKO SAHABAT SITI ROHMAH,"Jl. Salemba Tengah Gg. 1 No. C 182, Jakarta Pusat",,Jl. Salemba Tengah Gg. 1 No. C 182,,,,,Jakarta Pusat,,02172483021,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO SAHJA,"Jl. Pasar Jemb Metro T Abang Lt 2 No. 140, Jakarta Pusat",,Jl. Pasar Jemb Metro T Abang Lt 2 No. 140,,,,,Jakarta Pusat,,31909585,,,Usaha Mikro ,Perdagangan,Dagang baju wanita,PERORANGAN,,
TOKO SAINT,"Jl. Bentengan Raya No. 12, Jakarta Utara",,Jl. Bentengan Raya No. 12,,,,,Jakarta Utara,,,,,Usaha Mikro ,Perdagangan,Dagang voucher hp,PERORANGAN,,
TOKO SAKURA,Proyek Pasar Jatinegara Aks 22a,Proyek Pasar Jatinegara Aks 22a,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian,PERORANGAN,,
TOKO SALAK,Pasar Tanah Abang Blok A Slg Los E No. 74,Pasar Tanah Abang Blok A Slg Los E No. 74,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang pakaian jadi,PERORANGAN,,
TOKO SAMI,Psr Tanah Abang Blok A B2 A4,Psr Tanah Abang Blok A B2 A4,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang tektil dan tas,PERORANGAN,,
TOKO SAMIAN,"Jl. Tambun Selatan No. 22, Jakarta Timur",,Jl. Tambun Selatan No. 22,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang minuman,PERORANGAN,,
TOKO SAMUDRA,"Jl. Gunung Sahari Raya No. 90 A, Jakarta Pusat",,Jl. Gunung Sahari Raya No. 90 A,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,"Dagang spons , karet, busa",PERORANGAN,,
TOKO SAMUDRA HENDRA,"Jl. Kramat Baru No. 15 C, Jakarta Pusat",,Jl. Kramat Baru No. 15 C,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Jasa,Jasa telekomunikasi,PERORANGAN,,
TOKO SANCTUS,"Jl. Fajar Baru Selatan, Jakarta Barat",,Jl. Fajar Baru Selatan,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang alat tulis,PERORANGAN,,
TOKO SANDAL AMIRULLOH,Bc 13,Bc 13,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO SANDAL CHANDRA,"Jl. Tebaci, Jakarta Barat",,Jl. Tebaci,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO SANDAL SANDARA,"Jl. Pasar Proyek Senen Lantai 2 Blok I H1/2 No. 34, Jakarta Pusat",,Jl. Pasar Proyek Senen Lantai 2 Blok I H1/2 No. 34,,,,,Jakarta Pusat,,4210940,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
TOKO SANDAL SEPATU PADLI,Bc,Bc,,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Dagang sepatu dan sandal,PERORANGAN,,
TOKO SANDI FASHION,"Jl. Jati Baru 10 Pasar Tasik, Jakarta Pusat",,Jl. Jati Baru 10 Pasar Tasik,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,Dagang baju muslim,PERORANGAN,,
