No.,Nama & Alamat,Kegiatan Usaha,Badan Hukum
13244,"*TOKO OBAT MAHKOTA DEWA*  
Itc cempaka mas lt dasar blok c no 203

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13245,"*TOKO OBAT MARIA*
Roxi squere lt ug blok b3/5

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13246,"*TOKO OBAT MUNGKE*
Jl pasar inpres cijantung

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13247,"*TOKO OBAT NUR BUDI*
Blok bks no 66-67

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13248,"*TOKO OBAT PRIMATRI UTAMA*
Jl utama

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13249,"*TOKO OBAT ROSI*
Pasar aya

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13250,"*TOKO OBAT SAIFUL*
Jl empang

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual obat dan kosmetik","PERORANGAN
Siup:
NPWP:"
13251,"*TOKO OBAT SUGIMAN*
Jl gabus

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat-obatan","PERORANGAN
Siup:
NPWP:"
13252,"*TOKO OBAT TUNAS*
Jl raya kayu tinggi

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat-obatan","PERORANGAN
Siup:
NPWP:"
13253,"*TOKO OBAT YACOB*
Jl kramat jaya baru blok e vi

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13254,"*TOKO OCHA SHOP*  
Itc cempaka mas lt iii blok i no 684

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian dewasa","PERORANGAN
Siup:
NPWP:"
13255,"*TOKO OLI SIRINGGO RINGGO*
Jl garuda ujung

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13256,"*TOKO OLI TJONG WIE KONG*
Jl kepu selatan no 18a

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13257,"*TOKO OLIE AK 21 KIM EK*
Jl taman palm blok a 39 no 21

Jakarta Barat -
Ph:02155962754 / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa service dan penjualan","PERORANGAN
Siup:
NPWP:"
13258,"*TOKO ONDERDIL MOBILHANDRO*  
Jl pasar tanah abang bukit lt 1 aks no 2

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13259,"*TOKO ONDERDIL MOTOR KUSNO*
Jl malaka

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13260,"*TOKO ONDERDIL MOTOR SUTRISNO*
Jl raya bogor

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13261,"*TOKO ONDERDIL SAMRA*
Jl baru ancol selatan no 29

Jakarta Utara -
Ph:65301807 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang onderdil mobil","PERORANGAN
Siup:
NPWP:"
13262,"*TOKO ONDERDIL SELAMA BARU*
Jl kepu selatan no 20

Jakarta Pusat -
Ph:4254508 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13263,"*TOKO ONDERDIL YANI AMARTA*
Jl kayu mas utara

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13264,"*TOKO ONE COLLETION ABAS*
Lt dasar ps pondok labu

Jakarta Selatan -
Ph:7545221 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13265,"*TOKO ONE WAY*
Jl blok a lantai 2 los d no 39 - los c no 76

Jakarta Pusat -
Ph:68061535 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang macam-macam kaos","PERORANGAN
Siup:
NPWP:"
13266,"*TOKO OOG*
Harco glodok block d n0 1f

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Service radio dan alat komunikasi","PERORANGAN
Siup:
NPWP:"
13267,"*TOKO OPTIK SEJAHTERA*
Jl prepedan 3

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13268,"*TOKO OSAKA*  
Proyek pasar jatinegara bks lt 2

Jakarta Timur -
Ph:85910402 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat bordiran","PERORANGAN
Siup:
NPWP:"
13269,"*TOKO OTHE FURNITURE*  
Mall artha gading lt 3

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13270,"*TOKO OUTLET 21*  
Itc mangga dua lt.2/c/118

Jakarta Utara -
Ph:0216120363 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian pria","PERORANGAN
Siup:
NPWP:"
13271,"*TOKO OZEITA*  
Pasar tanah abang blok d 10 lantai 2 no 71

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang baju anak","PERORANGAN
Siup:
NPWP:"
13272,"*TOKO PACKING SNACK MELANIA*
Jl kusuma blok c 1a no 12a

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Packing snack dan makanan ringan","PERORANGAN
Siup:
NPWP:"
13273,"*TOKO PAK JAPAR*
Jl kebon jeruk xix

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13274,"*TOKO PAKAAIAN JONH*  
Pasar cipinang muara blok aks

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13275,"*TOKO PAKAIAN*  
Itc cempaka mas lt 1 blok l no 992

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang baju dan celana","PERORANGAN
Siup:
NPWP:"
13276,"*TOKO PAKAIAN DRIENTANISAH*  
Pasar cipinang muara blok act

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13277,"*TOKO PAKAIAN ABIDIN*
Jl ps inpres act no 110

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13278,"*TOKO PAKAIAN ABRI SHERATON*
Jl pasar proyek senen lantai 2 blok ii

Jakarta Pusat -
Ph:3865463 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13279,"*TOKO PAKAIAN ALAN*
Jl kramat jaya pasar koja baru blok a

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13280,"*TOKO PAKAIAN ARMEN*
Pasar pulo jahe

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian seragam","PERORANGAN
Siup:
NPWP:"
13281,"*TOKO PAKAIAN BUTIK RANTI*  
Cibubur junction upper ground

Jakarta Timur -
Ph:8467350 / Fax: / Hp:","(Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13282,"*TOKO PAKAIAN BUYUNG*
Pasar gaplok

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13283,"*TOKO PAKAIAN CANADA*
Pd pasar jaya kramat jati bks 8-9

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian jadi","PERORANGAN
Siup:
NPWP:"
13284,"*TOKO PAKAIAN CANADO*
Jl pulo gadung

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13285,"*TOKO PAKAIAN DALAM*  
Lantai dasar pasar palmerah

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian dalam","PERORANGAN
Siup:
NPWP:"
13286,"*TOKO PAKAIAN DEBBIE*  
Wtc mangga dua lt g blok b

Jakarta Utara -
Ph:3001337 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13287,"*TOKO PAKAIAN DUA PUTRA*
Ps cibubur

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13288,"*TOKO PAKAIAN DULHADI*  
Pasar muara angke bks no 59

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13289,"*TOKO PAKAIAN DUNIA MAJU*
Jl pasar proyek senen lantai 1

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13290,"*TOKO PAKAIAN ELSA*  
Wtc mangga dua lt 4 blok b no 94

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13291,"*TOKO PAKAIAN FURQON*
Jl gunung sahari 11

Jakarta Pusat -
Ph:6007270 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13292,"*TOKO PAKAIAN H ASRIL*
Pasar palmeriam

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13293,"*TOKO PAKAIAN H MUKINAH*
Pasar grogol lantai dasar los dks

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13294,"*TOKO PAKAIAN H SANEN N*
Pasar inpres

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13295,"*TOKO PAKAIAN HASBULLAH*  
Pasar perumnas lantai dasar

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13296,"*TOKO PAKAIAN HJ.SOPIYAH*
Jl kebantenan 3 pasar jongkok

Jakarta Utara -
Ph:08138579811 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13297,"*TOKO PAKAIAN HORMAT GINTING*
Jl pasar senen blok vi los b no 121

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13298,"*TOKO PAKAIAN HUSIN*
Pasar inpres

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13299,"*TOKO PAKAIAN INA*
Jl kramat jaya pasar koja baru blok a

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13300,"*TOKO PAKAIAN INDRA*
Jl kramat raya pasar koja baru blok a

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13301,"*TOKO PAKAIAN IRMA*
Pd pasar jaya kramat jati aks 204-205

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian jadi","PERORANGAN
Siup:
NPWP:"
13302,"*TOKO PAKAIAN J&J COLLECTION*  
Itc kuningan lt i blok b3 no 1

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13303,"*TOKO PAKAIAN JADI AYUNG*  
Mangga dua square lantai baseman 1 blok b no 86

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi pria","PERORANGAN
Siup:
NPWP:"
13304,"*TOKO PAKAIAN JADI ROBI*
Jl kramat jaya ps koja baru blok b

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13305,"*TOKO PAKAIAN JADI RUSMADIAR*
Jl kramat jaya ps koja baru blok b

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13306,"*TOKO PAKAIAN JITON*  
Itc permata hijau lantai

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13307,"*TOKO PAKAIAN KARUNIA WIJAYA NUR*
Jl pasar proyek senen lantai 2 blok i

Jakarta Pusat -
Ph:4211088 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13308,"*TOKO PAKAIAN KIMIKO*  
Mega mall pluit lantai 3

Jakarta Utara -
Ph:6660299 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13309,"*TOKO PAKAIAN LACARRIELA*  
Mega mall pluit lantai 3

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13310,"*TOKO PAKAIAN LANGGENG*
Jl kramat jaya pasar koja blok c

Jakarta Utara -
Ph:43911511 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13311,"*TOKO PAKAIAN LEMON*  
Wtc mangga dua lt g blok b no 133

Jakarta Utara -
Ph:300113365 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13312,"*TOKO PAKAIAN LILI*
Jl pangkalan asem pasar inpres 2

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Jual pakaian jadi","PERORANGAN
Siup:
NPWP:"
13313,"*TOKO PAKAIAN MARHAMAH*  
Itc cempaka mas lt 2 blok j

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13314,"*TOKO PAKAIAN MARWITO*
Jl salemba raya

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13315,"*TOKO PAKAIAN MASTIN*
Pasar induk

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Toko pakaian h.mastn","PERORANGAN
Siup:
NPWP:"
13316,"*TOKO PAKAIAN MUSLIM DEDE*  
Bekas pasar regional jatinegara lantai dasar

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13317,"*TOKO PAKAIAN MUSLIM FIRDAUS*  
Pasar regional blok f lantai 4 no

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13318,"*TOKO PAKAIAN NATA*
Jl pangkalan asem pasar impres ii

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13319,"*TOKO PAKAIAN NAZIB*
Ptc lt2 blok b

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13320,"*TOKO PAKAIAN NENI*
Kp gusti pintu air no 52

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian pria wanita","PERORANGAN
Siup:
NPWP:"
13321,"*TOKO PAKAIAN NENSI S*
Jl tebet dalam ii f no 29

Jakarta Selatan -
Ph:021-8301194 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13322,"*TOKO PAKAIAN NEW ERA*  
Bekas pasar regional jatinegara lantai dasar

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13323,"*TOKO PAKAIAN NICE SECRETS*  
Wtc mangga dua lt g blok a no 108-109

Jakarta Utara -
Ph:30011283 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13324,"*TOKO PAKAIAN NOVA*  
Itc permata hijau lantai

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13325,"*TOKO PAKAIAN OKE*  
Bekas pasar regional jatinegara lantai dasar

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13326,"*TOKO PAKAIAN PRIMA MULIA*  
Bekas pasar trend center lantai dasar

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13327,"*TOKO PAKAIAN RIZKY*  
Pasar cengkareng lantai dasar aks 46

Jakarta Barat -
Ph: / Fax: / Hp:","(Perdagangan) 
Menjual pakaian dewasa","PERORANGAN
Siup:
NPWP:"
13328,"*TOKO PAKAIAN ROSIDAH*
Jl pasar serdang

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13329,"*TOKO PAKAIAN SABRI*
Jl kramat raya pasar koja baru blok a

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13330,"*TOKO PAKAIAN SANDRYANT*  
Cibubur junction upper ground

Jakarta Timur -
Ph: / Fax: / Hp:","(Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13331,"*TOKO PAKAIAN SIMON*
Ps jaya lt 2 la002

Jakarta Barat -
Ph:6928101 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13332,"*TOKO PAKAIAN SITI MASYITO*
Jl c 1 no 9

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13333,"*TOKO PAKAIAN SRI WAHYU NINGSIH*
Jl warakas 7 gg 8

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13334,"*TOKO PAKAIAN STELLA*  
Itc mangga dua lt.1 blok.b / 29

Jakarta Utara -
Ph:0216018533 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual gaun pesta anak","PERORANGAN
Siup:
NPWP:"
13335,"*TOKO PAKAIAN SUBANDI*
Jl pasar anyer bahari

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian dalam","PERORANGAN
Siup:
NPWP:"
13336,"*TOKO PAKAIAN SUBROTO*
Jl pasar senen blok iii lt 1

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13337,"*TOKO PAKAIAN SUBUR*
Pasar kopro blok b no 25

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13338,"*TOKO PAKAIAN SUKRIAH*
Pasar lontar bks 36

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13339,"*TOKO PAKAIAN SUTA*
Jl kramat jaya

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13340,"*TOKO PAKAIAN SUYATIN*
Jl swasembada barat 16

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13341,"*TOKO PAKAIAN SYAMSUL*
Jl pasar pos duri

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13342,"*TOKO PAKAIAN TAKIROM*
Jl salemba raya pasar paseban

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13343,"*TOKO PAKAIAN YUYUN*  
Pasar pagi lt iv blok cd

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian jadi","PERORANGAN
Siup:
NPWP:"
13344,"*TOKO PAKAN UNGGAS YANTO*
Jl inspeksi kelapa gading

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13345,"*TOKO PANDA FURNITURE*
Jl raya bekasi

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13346,"*TOKO PANEL H MUKHTAR*
Jl empang

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat panel listrik","PERORANGAN
Siup:
NPWP:"
13347,"*TOKO PANGERAN*  
Jl pasar tanah abang blok f 2 lt 3 no 106

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13348,"*TOKO PANJI MOTOR*  
Pasar asem reges

Jakarta Barat -
Ph:6391687 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13349,"*TOKO PARDEDE*
Pd pasar jaya

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang klontong","PERORANGAN
Siup:
NPWP:"
13350,"*TOKO PARNO*
Jelambar barat ii b no 8

Jakarta Barat -
Ph:02192842517 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual makanan dan minuman","PERORANGAN
Siup:
NPWP:"
13351,"*TOKO PARTI*
Jl pisangan lama ii

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sembako / warung langsam","PERORANGAN
Siup:
NPWP:"
13352,"*TOKO PASIA PLASTIK*  
Pasar cipete aks 75

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang plastik kiloan","PERORANGAN
Siup:
NPWP:"
13353,"*TOKO PASIFIK*  
Jl salemba raya gd kenari mas blok b lt ground b139

Jakarta Pusat -
Ph:3143625 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang barang elektronik","PERORANGAN
Siup:
NPWP:"
13354,"*TOKO PELITA*  
Lt dasar psr blok a los f/40-41

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sembako","PERORANGAN
Siup:
NPWP:"
13355,"*TOKO PELITA JAYA*  
Psr tanah abang blok a b2 f 29

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13356,"*TOKO PER MOBIL*
Jl ciledug raya no 2c

Jakarta Selatan -
Ph:7354576 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang per mobil","PERORANGAN
Siup:
NPWP:"
13357,"*TOKO PERABOT DADANG*
Pasar pulo jahe

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang perabot rumah tangga","PERORANGAN
Siup:
NPWP:"
13358,"*TOKO PERABOT RUMAH TANGGA DARI PLASTIK LAM JAYA*
Ps kemayoran lt dasar no.21

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13359,"*TOKO PERABOT RUMAH TANGGA JOHAN*
Jl kebon pisang no 10

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13360,"*TOKO PERABOT RUMAH TANGGA NONAME*
Glodok city lt i

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13361,"*TOKO PERABOT RUMAH TANGGA RATNA*
Jl kalibaru timur

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13362,"*TOKO PERABOTAN H MUALIM*
Jl raya tengah

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual prabotan rumah tangga","PERORANGAN
Siup:
NPWP:"
13363,"*TOKO PERABOTAN MARIATI*
Jl tomang tinggi raya pasar timbul

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang perabot rumah tangga","PERORANGAN
Siup:
NPWP:"
13364,"*TOKO PERABOTAN PLASTIK FATHUDIN*
Jl lontar pasar inpres

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13365,"*TOKO PERABOTAN RUMAH TANGGA H MARIJO*
Jl pasar kemiri tanggul

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13366,"*TOKO PERABOTAN RUMAH TANGGA KUMPUL*
Jl pasar senen blok ii lt 2 los b

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13367,"*TOKO PERABOTAN RUMAH TANGGA MULIA STEEL*  
Pasar pagi asemka lantai dasar

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
